hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,0,3,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient-Party,62.0,0,0
City Hotel,1,284,2017,May,21,25,0,3,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,140.25,0,0
City Hotel,0,55,2015,November,47,17,0,4,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,28.0,,0,Transient,60.0,0,0
City Hotel,1,132,2017,April,18,30,2,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,135.0,0,2
City Hotel,0,1,2017,March,10,6,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,,,0,Transient,88.0,0,1
Resort Hotel,0,22,2015,October,43,23,2,5,3,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,2.0,,0,Transient,99.5,0,0
Resort Hotel,0,0,2015,December,53,28,1,0,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,95.0,0,0
City Hotel,1,37,2017,March,11,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,378.0,,0,Transient,110.0,0,0
City Hotel,0,32,2017,February,9,26,2,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,28.0,,0,Transient,75.0,0,0
City Hotel,1,198,2016,May,21,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,98,Transient-Party,65.0,0,0
City Hotel,0,28,2016,September,38,12,1,0,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,146.0,0,3
City Hotel,1,147,2016,April,16,11,1,5,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Contract,90.95,0,0
Resort Hotel,0,7,2016,February,7,9,0,2,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,332.0,,0,Transient-Party,37.0,0,0
City Hotel,0,10,2017,February,7,12,2,1,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,108.0,0,1
City Hotel,1,56,2017,March,10,10,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,97.2,0,0
City Hotel,1,102,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,6.0,,0,Transient-Party,101.5,0,0
City Hotel,0,55,2017,March,12,25,1,1,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,121.5,1,0
City Hotel,0,55,2016,April,15,6,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,56.0,,0,Transient-Party,104.0,0,0
City Hotel,1,52,2017,March,11,13,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,56.0,,0,Transient,80.0,0,0
City Hotel,0,9,2016,November,48,23,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,40.0,0,Transient,67.0,0,0
City Hotel,0,109,2016,May,22,22,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,85.0,,0,Transient,90.95,0,0
City Hotel,1,275,2016,June,23,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,5.0,,69,Transient,62.8,0,0
Resort Hotel,1,8,2016,October,44,25,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,8.0,,0,Transient,40.0,0,0
City Hotel,0,9,2016,December,51,16,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,106.0,0,1
City Hotel,1,37,2016,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,56.0,,0,Transient-Party,105.0,0,0
Resort Hotel,0,159,2016,May,19,5,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,52.2,0,2
Resort Hotel,0,2,2016,January,3,15,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,66.0,0,2
City Hotel,0,0,2015,August,36,31,1,3,1,0.0,0,BB,RUS,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient,0.0,0,0
City Hotel,0,41,2017,April,17,26,0,1,1,0.0,0,BB,GRC,Corporate,Corporate,0,0,0,A,No Deposit,,280.0,0,Transient-Party,110.0,0,0
City Hotel,0,27,2017,February,7,13,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,28.0,,0,Transient,75.0,0,3
Resort Hotel,0,176,2016,June,27,30,2,6,2,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,C,No Deposit,242.0,,0,Transient,135.2,0,3
City Hotel,0,86,2016,May,22,22,2,3,3,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,198.9,0,2
Resort Hotel,1,15,2017,May,18,5,2,3,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,78.0,0,1
City Hotel,0,0,2015,August,35,29,2,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,121.0,0,1
Resort Hotel,1,132,2015,September,37,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Group,82.0,0,2
City Hotel,1,110,2015,July,30,25,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,17.0,,0,Transient-Party,94.5,0,0
Resort Hotel,0,30,2017,April,16,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,169.0,0,Transient-Party,50.0,0,0
City Hotel,1,135,2016,May,22,28,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,96.0,0,0
City Hotel,1,15,2016,May,23,29,2,0,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,111.0,0,0
City Hotel,0,4,2016,December,51,16,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,86.0,,0,Transient-Party,70.0,0,0
Resort Hotel,0,94,2015,August,35,29,2,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,123.12,0,1
Resort Hotel,0,0,2015,August,33,9,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,No Deposit,,,0,Transient,126.0,0,0
City Hotel,0,101,2016,August,34,15,1,1,2,3.0,0,BB,PRT,Direct,Direct,0,0,0,G,No Deposit,14.0,,0,Transient,220.65,1,0
City Hotel,0,119,2016,May,22,23,1,2,1,0.0,0,BB,SWE,Groups,TA/TO,0,0,0,A,No Deposit,37.0,,0,Transient-Party,90.0,0,0
City Hotel,1,49,2016,July,29,11,1,0,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,93.15,0,0
Resort Hotel,0,152,2017,April,14,5,1,4,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,No Deposit,,223.0,0,Transient-Party,48.0,1,0
Resort Hotel,0,41,2016,March,10,1,0,5,1,0.0,0,HB,DEU,Groups,Direct,0,0,0,E,No Deposit,,,0,Transient-Party,68.0,0,0
City Hotel,1,115,2017,July,29,19,0,3,2,0.0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,120.0,0,0
Resort Hotel,0,32,2017,February,8,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient-Party,58.0,0,2
City Hotel,1,87,2016,May,22,22,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,126.9,0,0
City Hotel,0,59,2016,November,47,17,0,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,No Deposit,86.0,,0,Transient,70.72,0,0
Resort Hotel,0,55,2016,October,41,3,1,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,89.0,0,2
Resort Hotel,1,55,2015,August,34,16,2,5,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,242.0,,0,Transient,223.99,0,3
City Hotel,0,137,2017,March,10,6,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,No Deposit,37.0,,0,Transient-Party,80.0,0,1
City Hotel,1,98,2015,November,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,37.0,,0,Transient-Party,84.0,0,0
City Hotel,1,127,2017,March,10,11,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,58.0,,0,Transient,80.0,0,0
City Hotel,0,0,2017,March,10,8,0,1,2,0.0,0,SC,FRA,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,75.0,0,0
City Hotel,0,273,2015,July,29,17,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,6.0,,0,Transient-Party,109.0,0,0
City Hotel,0,106,2016,July,29,11,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,139.95,0,2
City Hotel,1,81,2016,April,16,15,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,96.3,0,0
City Hotel,1,61,2017,January,4,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,326.0,,0,Transient,80.0,0,0
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,119.0,,39,Transient,130.0,0,0
Resort Hotel,0,52,2016,November,46,10,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,6.0,,0,Transient,29.0,0,1
City Hotel,1,56,2015,October,42,15,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,72.76,0,1
City Hotel,1,372,2016,July,29,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,62.0,0,0
City Hotel,0,55,2016,July,28,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,219.0,0,Transient-Party,79.0,0,0
City Hotel,0,262,2016,September,38,13,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,100.3,0,0
Resort Hotel,0,89,2016,August,34,15,3,6,2,0.0,0,HB,RUS,Direct,Direct,0,0,0,F,No Deposit,250.0,,0,Transient,236.93,0,1
City Hotel,1,169,2017,June,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,19.0,,0,Transient,170.0,0,0
City Hotel,1,140,2017,April,17,28,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,119.0,,0,Transient-Party,130.0,0,0
City Hotel,1,350,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,29.0,,0,Transient,140.0,0,0
City Hotel,0,82,2017,May,20,19,1,2,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,146.0,0,2
City Hotel,1,330,2015,September,37,12,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,No Deposit,1.0,,0,Transient-Party,62.8,0,0
City Hotel,1,103,2016,April,17,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,119.0,,0,Transient,115.0,0,0
City Hotel,0,53,2017,June,23,5,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,170.0,0,1
Resort Hotel,0,62,2015,August,32,4,1,5,2,1.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,C,No Deposit,96.0,,0,Transient,163.5,0,0
Resort Hotel,0,188,2017,August,32,8,2,9,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,174.55,0,2
Resort Hotel,0,0,2016,January,4,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,3,A,No Deposit,,,0,Transient,39.0,0,1
Resort Hotel,1,28,2015,July,30,20,2,5,2,1.0,0,FB,PRT,Direct,Direct,0,0,0,F,No Deposit,,,0,Transient,240.64,0,0
City Hotel,0,186,2016,April,17,22,1,2,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,23.0,,0,Transient-Party,80.0,0,0
City Hotel,1,258,2016,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,41,Transient,65.0,0,0
City Hotel,1,30,2016,March,14,31,0,2,2,0.0,0,BB,IRN,Direct,Direct,0,0,0,E,No Deposit,14.0,,0,Transient,165.0,0,0
Resort Hotel,0,92,2015,December,53,31,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,156.0,,0,Transient-Party,59.18,0,2
Resort Hotel,0,7,2016,March,11,9,0,1,1,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,57.0,0,0
Resort Hotel,1,127,2016,March,13,25,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,250.0,,0,Transient,47.0,0,0
Resort Hotel,0,1,2017,March,11,14,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,3,D,No Deposit,,,0,Transient,48.0,0,0
City Hotel,1,88,2017,April,15,9,2,5,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,No Deposit,9.0,,0,Transient,159.43,0,0
City Hotel,1,70,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,7.0,,0,Transient,149.4,0,0
City Hotel,0,28,2015,October,44,26,1,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,B,No Deposit,14.0,,0,Transient,99.45,0,0
City Hotel,0,177,2016,August,35,24,0,4,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,82.88,0,0
Resort Hotel,1,9,2017,April,16,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,269.0,0,Transient,45.0,0,0
City Hotel,0,171,2017,July,27,6,1,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,68.61,0,1
Resort Hotel,0,69,2016,December,52,23,0,2,2,2.0,0,HB,PRT,Online TA,TA/TO,1,0,1,G,No Deposit,240.0,,0,Transient-Party,136.0,0,1
City Hotel,0,143,2017,August,34,23,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,155.0,0,1
City Hotel,1,18,2016,April,15,3,2,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,101.0,0,0
Resort Hotel,1,113,2016,July,29,16,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,160.0,0,0
City Hotel,1,86,2016,July,29,13,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,118.8,0,0
Resort Hotel,0,43,2016,April,18,30,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient-Party,96.0,1,1
City Hotel,0,92,2016,April,16,14,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,96.3,0,1
Resort Hotel,1,364,2017,April,14,3,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,147.0,,0,Transient,195.98,0,0
City Hotel,0,174,2017,August,34,20,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,98.0,,0,Transient-Party,125.0,0,0
City Hotel,1,53,2016,February,9,27,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,84.3,0,2
City Hotel,1,1,2016,February,8,14,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,79.0,0,0
City Hotel,1,72,2015,December,53,27,2,0,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Transient,90.0,0,0
City Hotel,1,100,2017,May,18,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,29.0,,18,Transient,130.0,0,0
Resort Hotel,0,0,2017,June,23,5,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,47.0,0,Transient,75.0,0,0
Resort Hotel,1,36,2017,April,17,27,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,85.0,0,2
City Hotel,1,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Transient,170.0,0,0
City Hotel,1,69,2017,June,24,11,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,42.0,,0,Transient,89.1,0,0
Resort Hotel,0,1,2017,April,14,8,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient-Party,122.0,1,2
City Hotel,1,1,2015,August,33,12,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,42.0,,0,Transient,110.0,0,0
City Hotel,1,15,2016,July,30,19,0,4,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,No Deposit,7.0,,0,Transient,202.58,0,1
Resort Hotel,0,13,2017,April,15,9,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,196.0,,0,Transient-Party,115.0,0,1
City Hotel,0,45,2015,October,43,20,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,94.5,0,2
City Hotel,1,87,2015,September,39,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,170.0,0,0
City Hotel,0,146,2015,December,53,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,21.0,,99,Transient-Party,75.0,0,0
City Hotel,1,337,2015,September,38,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,No Deposit,1.0,,0,Transient-Party,62.0,0,0
Resort Hotel,0,89,2015,July,30,20,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,241.0,,0,Transient,121.01,0,1
City Hotel,1,169,2017,June,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,19.0,,0,Transient,170.0,0,0
Resort Hotel,0,0,2016,January,3,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,49.0,0,0
Resort Hotel,0,6,2016,March,14,30,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,47.0,,0,Transient,45.0,1,0
Resort Hotel,1,30,2017,January,4,27,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,78.0,0,0
City Hotel,1,192,2016,September,37,5,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,Non Refund,,51.0,0,Transient-Party,106.0,0,0
Resort Hotel,1,190,2015,September,37,10,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,134.0,,0,Transient,58.95,0,0
City Hotel,1,163,2016,June,26,25,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,96.0,0,0
City Hotel,1,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,6.0,,0,Transient-Party,80.0,0,0
Resort Hotel,0,74,2017,April,16,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,75.0,0,0
Resort Hotel,0,39,2016,August,35,24,2,4,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,246.0,0,2
City Hotel,1,261,2017,August,35,31,2,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,99.0,0,1
City Hotel,0,181,2017,June,22,2,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,153.0,0,2
Resort Hotel,1,8,2016,July,30,21,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,No Deposit,,204.0,0,Transient,73.0,0,2
City Hotel,0,17,2016,March,14,30,0,3,2,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,159.0,0,1
Resort Hotel,0,255,2017,June,24,15,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,177.0,,0,Transient,59.4,0,0
City Hotel,0,84,2017,May,20,20,2,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,162.0,0,1
City Hotel,1,213,2016,June,24,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,19.0,,62,Transient,130.0,0,0
Resort Hotel,1,161,2016,July,31,30,4,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,160.0,0,2
Resort Hotel,0,109,2017,April,17,25,0,2,1,0.0,0,HB,AUT,Groups,TA/TO,0,0,0,A,No Deposit,502.0,,0,Transient-Party,0.0,0,0
City Hotel,0,0,2016,August,35,27,0,1,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,140.0,0,0
City Hotel,0,71,2016,October,43,22,1,1,2,0.0,0,HB,CN,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,39.0,,0,Transient-Party,142.5,0,0
City Hotel,1,65,2015,September,36,5,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,62.0,0,0
Resort Hotel,1,42,2017,January,1,7,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,62.0,0,0
City Hotel,0,109,2016,July,29,11,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,107.55,0,1
City Hotel,0,201,2017,July,28,15,2,2,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,89.1,0,0
City Hotel,0,3,2016,June,25,13,1,0,1,0.0,0,BB,NLD,Offline TA/TO,GDS,0,0,0,A,No Deposit,195.0,,0,Transient,106.0,0,0
City Hotel,1,175,2017,May,20,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,44.0,,0,Transient,90.0,0,0
City Hotel,0,27,2017,May,18,2,0,3,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,E,No Deposit,14.0,,0,Transient,204.0,0,0
City Hotel,1,1,2017,April,17,27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,No Deposit,,,0,Transient,166.5,0,2
Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,No Deposit,38.0,,0,Transient-Party,64.0,0,0
City Hotel,0,94,2016,May,19,2,1,3,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,138.0,,0,Transient,80.75,0,0
City Hotel,1,222,2017,August,34,25,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,117.0,0,0
City Hotel,0,0,2017,May,22,30,0,1,2,0.0,0,SC,AUS,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,119.0,0,0
City Hotel,1,80,2017,March,13,31,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,56.0,,0,Transient,90.0,0,0
Resort Hotel,0,283,2015,October,42,12,2,5,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,No Deposit,273.0,,0,Transient-Party,43.41,0,0
Resort Hotel,1,149,2016,August,32,5,2,7,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,188.89,0,0
City Hotel,0,63,2015,September,36,4,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,21.0,,0,Transient-Party,116.0,0,0
Resort Hotel,0,124,2017,May,22,28,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,410.0,,0,Transient,56.7,0,0
City Hotel,1,43,2017,April,16,16,2,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,120.0,0,0
Resort Hotel,0,0,2017,June,24,11,2,0,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,D,No Deposit,,,0,Transient,0.0,1,0
City Hotel,0,15,2017,July,27,6,0,1,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,125.0,0,0
City Hotel,1,213,2016,June,24,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,19.0,,62,Transient,130.0,0,0
Resort Hotel,1,134,2017,February,7,12,4,10,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,,,0,Transient,26.0,0,0
Resort Hotel,0,24,2015,December,52,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,65.0,0,0
City Hotel,0,11,2016,February,8,15,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,40.0,0,Transient,65.0,0,1
City Hotel,0,115,2016,February,9,27,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,134.0,,0,Transient-Party,87.0,0,0
Resort Hotel,0,1,2016,July,31,26,0,3,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,No Deposit,240.0,,0,Transient,276.0,0,0
